NUMERO_REGISTRO;PRODUTO_TECNICO_MARCA_COMERCIAL;INGREDIENTE_ATIVO(GRUPO_QUIMICI)(CONCENTRACAO);CLASSE;TITULAR_REGISTRO;EMPRESA_<PAIS>_TIPO;CLASSIFICACAO_TOXICOLOGICA;CLASSIFICACAO_AMBIENTAL
34119;Glufosinato de Amônio Técnico CCAB;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;CCAB Agro S.A.   São Paulo; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Inner Mongolia Join Dream Fine Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Wynca Technology Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Changshu Pesticide Factory Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC16824;Glufosinato de Amônio Técnico CX;Glufosinato - sal de amônio (homoalanina substituída) (965 g/kg);Herbicida;Zhongshan Química do Brasil - Sorocaba/SP; (Xiangshui Zhongshan Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC06921;Glufosinato de Amônio Técnico CropChem;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Nanjing Red Sun Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC11022;Glufosinato de Amônio Técnico Gilmore;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;Gilmore Agro do Brasil Ltda - ME ; (Anhui Futian Agrochemical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Inner Mongolia Join Dream Fine Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
11515;Glufosinato de Amônio Técnico Milenia;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR;;III;III
23619;Glufosinato de Amônio Técnico NGC;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;NGC Agrosciences Brasil Ltda - Botucatu/SP; (Inner Mongolia Join Dream Fine Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
04919;Glufosinato de Amônio Técnico Rainbow ;Glufosinato - sal de amônio (homoalanina substituída) (970 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ;;III;III
TC04420;Glufosinato de Amônio Técnico Sino-Agri;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;Lemma Agronegócios Importação e Exportação Ltda.; (Shijiazhuang Richem Co., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Veyong Bio-Chemical Co., Ltd. (Unidade II)<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
04419;Glufosinato de Amônio Técnico Sinon;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida;Sinon do Brasil Ltda. - Porto Alegre /RS.; (Sinon Corporation - Taiwan<TAIWAN (ILHA FORMOSA)>FABRICANTE) +  (Sinon Chemical CO. LTD. - Shanghai/China <CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC15525;Glufosinato de Amônio Técnico Sinon II;Glufosinato - sal de amônio (homoalanina substituída) (970 g/kg);Herbicida/Regulador de Crescimento;Sinon do Brasil Ltda. - Porto Alegre /RS.; (Inner Mongolia Miraculous Crop Science Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
20019;Glufosinato de Amônio Técnico Tecnomyl;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
14119;Glufosinato de amônio Técnico CCAB II;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;CCAB Agro S.A.   São Paulo; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC04520;Glufosinato de amônio técnico tide;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;Tide do Brasil Ltda - Porto Alegre/RS; (Hebei Veyong Bio-Chemical CO., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC22925;Glufosinato- Sal de amônio Técnico Agrolead II;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida;Agro-Lead Brasil Assessoria em Produtos Agrícolas Ltda - EPP; (Jiangsu Sevencontinent Green Chemical Co., Ltd - Unit I<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
17619;Glufosinato-Amonium Técnico GHA;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida/Regulador de Crescimento;AllierBrasil Agro Ltda.; (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC07921;Glufosinato-Amonium Técnico SD;Glufosinato - sal de amônio (homoalanina substituída) (950 g/kg);Herbicida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
29218;Glyphosate Técnico Fuhua;glifosato (glicina substituída) (950 g/kg);Herbicida;Fuhua Brasil Comercio de Produtos Quimicos Ltda. ; (Sichuan Leshan Fuhua Tongda Agro-Chemical Technology Co Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
05019;Glyphosate Técnico Sino-Agri;glifosato (glicina substituída) (960 g/kg);Herbicida;Lemma Agronegócios Importação e Exportação Ltda.;;I;III
24216;Glyphosh Tecnico;glifosato (glicina substituída) (970 g/kg);Herbicida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA;;I;III
6611;Goal Técnico II;oxifluorfem (éter difenílico) (974 g/kg);Herbicida;Proventis Lifescience Defensivos Agrícolas Ltda; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC10624;Golero Técnico;diflubenzurom (benzoiluréia) (970 g/kg);Acaricida/Inseticida;Proregistros Registros de Produtos Ltda - EPP ; (Agria SA. - Plovdiv<BULGÁRIA, REPÚBLICA DA>FABRICANTE);PT;II
4401;Goltix Técnico;metamitrona (triazinona) (980 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Adama Brasil S.A.- Londrina/PR<BRASIL>FABRICANTE);III;III
4510;Grassato Técnico;glifosato (glicina substituída) (950 g/kg);Herbicida;CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   ;;I;III
TC05721;Halauxifen-Metil Técnico ;Halauxifen-metil (ácido piridinocarboxílico) (930 g/kg);Herbicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Corteva Agriscience LLC - Midland - Michigan<ESTADOS UNIDOS>FABRICANTE);Não;III
7494;Halosulfuron Técnico;halossulfurom-metílico (sulfoniluréia) (980 g/kg);Herbicida;Nissan Chemical do Brasil Representação de Produtos Agroquimicos Ltda.; (Nissan Chemical Industries, Ltd  - Onoda Plant<JAPÃO>FABRICANTE);IV;III
11914;Haloxifop Metilico Tecnico Tecnomyl;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/L);Herbicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;;III;III
11814;Haloxifop Metílico Tecnico CCAB;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;CCAB Agro S.A.   São Paulo; (Shandong Luba Chemical Co., Ltd - Fabrica<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC04425;Haloxifop Metílico Técnico Tecnomyl II;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (966.1 g/kg);Herbicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Nanjing Huazhou Pharmaceutical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC07625;Haloxifop Técnico Nortox;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;Nortox S.A. - Arapongas; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
12514;Haloxifop-P-Metílico Técnico Sumitomo;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Shandong Luba Chemical <CHINA, REPUBLICA POPULAR>FABRICANTE);I;I
TC06125;Haloxifope Técnico CropChem II;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC31325;Haloxifope Técnico NHP-CROPCHEM;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (966 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Nanjing Huazhou Pharmaceutical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
12614;Haloxifope-P-Metilico Tecnico Alta;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (985 g/kg);Herbicida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Shandong Luba Chemical <CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC05725;Haloxifope-P-Metílico Técnico Alta II;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC04225;Haloxifope-P-Metílico Técnico Ouro Fino;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (966.1 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Nanjing Huazhou Pharmaceutical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC19825;Haloxyfop-P Methyl Técnico NGC;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;NGC Agrosciences Brasil Ltda - Botucatu/SP; (Nanjing Huazhou Pharmaceutical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
12314;Haloxyfop-P-Methyl Tecnico Rainbow;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (980 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Shandong Luba Chemical <CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Rainbow Chemical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC26225;Haloxyfop-P-Methyl Técnico ABT;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;Agrobeats Defensivos Agrícolas Ltda ; (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Nortox S.A. - Arapongas<BRASIL>FABRICANTE);PT;III
TC15025;Haloxyfop-P-Methyl Técnico Binnong;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (970 g/kg);Herbicida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
12214;Haloxyfop-P-Methyl Técnico UPL;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (956 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Shandong Luba Chemical <CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
7094;Haloxyfop-R methyl Técnico;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (940 g/kg);Herbicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
1115;Haloxyfop-p-methyl Tecnico Volcano;haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (982 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Shandong Luba Chemical Co., Ltd - Fabrica<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC04022;Hanaro Técnico;Bistriflurom (benzoiluréia) (950 g/kg);Inseticida;Iharabras S.A. Indústria Químicas - Sorocaba; (FarmHannong Co. Ltd. - Unidade Gumi<CORÉIA (DO SUL), REPÚBLICA DA>FABRICANTE);Não;III
3511;Hexazinon Técnico;hexazinona (triazinona) (980 g/kg);Herbicida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
18519;Hexazinona Ascenza Técnico;hexazinona (triazinona) (980 g/kg);Herbicida;Ascenza Brasil Ltda - Hortolândia/SP; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
02519;Hexazinona Tecnico Adama BR;hexazinona (triazinona) (980 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
TC05321;Hexazinona Tecnico Albaugh 01;hexazinona (triazinona) (980 g/kg);Herbicida;Albaugh Agro Brasil Ltda.- São Paulo; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
6113;Hexazinona Tecnico Alta ;hexazinona (triazinona) (980 g/kg);Herbicida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
18919;Hexazinona Tecnico Nortox BR;hexazinona (triazinona) (980 g/kg);Herbicida;Nortox S.A. - Arapongas; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
6409;Hexazinona Técnica Cropchem;hexazinona (triazinona) (980 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Wynca Technology Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
21318;Hexazinona Técnica Proventis;hexazinona (triazinona) (980 g/kg);Herbicida;Proventis Lifescience Defensivos Agrícolas Ltda; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
TC04826;Hexazinona Técnico AGX II;hexazinona (triazinona) (980 g/kg);Herbicida;AGX DO BRASIL LTDA; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
36017;Hexazinona Técnico Adama;hexazinona (triazinona) (980 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
18619;Hexazinona Técnico CCAB;hexazinona (triazinona) (980 g/kg);Herbicida;CCAB Agro S.A.   São Paulo; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
7813;Hexazinona Técnico Hailir;hexazinona (triazinona) (980 g/kg);Herbicida;Hailir Brasil Defensivos Agricolas Ltda - São Paulo/SP;;I;III
5302;Hexazinona Técnico Milenia;hexazinona (triazinona) (950 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Adama Brasil S.A.- Londrina/PR<BRASIL>FABRICANTE) +  (Adama Brasil S.A. - Taquari<BRASIL>FABRICANTE) +  (Adama Agan Ltd. - Ashdod <ISRAEL>FABRICANTE) +  (Volcano Agroscience (PTY) Ltd.<ÁFRICA DO SUL>FABRICANTE) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FABRICANTE) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE);II;III
18219;Hexazinona Técnico Milênia BR;hexazinona (triazinona) (980 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
17407;Hexazinona Técnico Nortox;hexazinona (triazinona) (980 g/kg);Herbicida;Nortox S.A. - Arapongas; (Nortox S.A. - Arapongas<BRASIL>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
10809;Hexazinona Técnico Ouro Fino;hexazinona (triazinona) (980 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
TC19724;Hexazinona Técnico Perterra;hexazinona (triazinona) (980 g/kg);Herbicida;Perterra Insumos Agropecuários S.A.  São Paulo/SP; (Ningxia Wynca Technology Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
18819;Hexazinona Técnico Tecnomyl;hexazinona (triazinona) (980 g/kg);Herbicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
TC00621;Hexazinona Técnico UPL;hexazinona (triazinona) (980 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
7106;Hexazinona Técnico Volcano;hexazinona (triazinona) (980 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
TC23925;Hexazinona Técnico ZS;hexazinona (triazinona) (980 g/kg);Herbicida;Zhongshan Química do Brasil - Sorocaba/SP; (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC18524;Hexazinone Technical Wynca;hexazinona (triazinona) (980 g/kg);Herbicida;Wynca do Brasil Ltda  São Paulo ; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Wynca Technology Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
5013;Hexazinone Tecnico Agroimport;hexazinona (triazinona) (980 g/L);Herbicida;Agro Import do Brasil Ltda. - Porto Alegre/RS; (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
3713;Hexazinone Tecnico Tide;hexazinona (triazinona) (980 g/kg);Herbicida;Tide do Brasil Ltda - Porto Alegre/RS; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
738499;Hexazinone Técnico;hexazinona (triazinona) (950 g/kg);Herbicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
6509;Hexazinone Técnico 980 AGCN;hexazinona (triazinona) (980 g/kg);Herbicida;Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP; (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
2907;Hexazinone Técnico BR;hexazinona (triazinona) (950 g/kg);Herbicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
6109;Hexazinone Técnico Base;hexazinona (triazinona) (979 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
TC02121;Hexazinone Técnico FB;hexazinona (triazinona) (980 g/kg);Herbicida;Agroallianz S.A; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
8710;Hexazinone Técnico Prentiss;hexazinona (triazinona) (980 g/kg);Herbicida;Prentiss Química Ltda. - Campo Largo/PR; (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
18019;Hexazinone Técnico R II;hexazinona (triazinona) (980 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
21218;Hexazinone Técnico RTM;hexazinona (triazinona) (980 g/kg);Herbicida;Albaugh Agro Brasil Ltda.- São Paulo; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
35617;Hexazinone Técnico Rainbow;hexazinona (triazinona) (980 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co., Ltd. - Planta 1<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);I;III
21618;Hexazinone Técnico Sino-Agri;hexazinona (triazinona) (980 g/kg);Herbicida;Lemma Agronegócios Importação e Exportação Ltda.;;I;III
TC05026;Hexazinone Técnico Syngenta;hexazinona (triazinona) (980 g/kg);Herbicida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
15208;Hexazinone Técnico UPL BR;hexazinona (triazinona) (968.5 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ;;I;III
19418;Hexitiazoxi Tradecorp Técnico;hexitiazoxi (tiazolidinacarboxamida) (990 g/kg);Acaricida;Ascenza Brasil Ltda - Hortolândia/SP; (Zhejiang Heben Pesticide & Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
1608803;Hexythiazox Técnico;hexitiazoxi (tiazolidinacarboxamida) (970 g/kg);Acaricida;Iharabras S.A. Indústria Químicas - Sorocaba;;III;II
4394;Hidrazida Maleica Técnico 970;hidrazida malêica (piridazinadiona) (970 g/kg);Regulador de Crescimento;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Lion Copolymer, LLC - Lousianna<ESTADOS UNIDOS>FABRICANTE) +  (ESIM Chemicals GmbH -  Linz <ÁUSTRIA>FABRICANTE);III;III
4009;Hidroxido de Cobre Técnico Isagro;hidróxido de cobre (inorgânico) (921.16 g/kg);Bactericida/Fungicida;Gowan Produtos Agrícolas Ltda. - Matriz Campinas/SP; (Erachem Comilong S.A<BÉLGICA>FABRICANTE);I;II
